key,source,props_number,props_artist,props_year,props_album,props_length,props_language,props_title,props_recId
58c007cf9184900a77a27cc9,3,2,Rogelio Martinez,,,2.566,,Telegrafo de Amor - El Bandolero,8350
58c007cf9184900a77a27cca,2,9,,96,Ayam,204,English,Lex van Someren - Shangrila (radio mix),3762
58c007cf9184900a77a27ccb,4,9,Wolfgang Amadeus Mozrt,null,"Piano Sonatas K 310, K311 & K533/494 (unknown)",5m 44sec,Eng.,"Sonata for Piano No. 9in D major, K. 284c/311: II. Andante con espressione",3763
58c007cf9184900a77a27ccc,1,006,João Boscoo & Vinícius,2010,Coração Apaixonou,03:36,,Coração Apaixonou,7073
58c007cf9184900a77a27ccd,1,009,Alboth!,,Amor Fati,03:00,,Runo Ericsson Part 3 (Amor Fati),8248
58c007cf9184900a77a27cce,3,8,Thanksgiving,'07,,4.5,English,Years (Seasons) - Welcome Nowhere,3764
58c007cf9184900a77a27ccf,1,007,Joel Harvey,2000,Son of the Southern Cross,03:09,,Along the Road to Gundagai (Son of the Southern Cross),8596
58c007cf9184900a77a27cd0,4,9,Macrosick,null,"2005-04-02: The Spanish Moon, Baton Rougee, LA, USA (unknown)",4m 25sec,Eng.,009-Acting,2978
58c007cf9184900a77a27cd1,1,004,Whispertown 2000,2006,Livinb' in a Dream,01:32,,Silver Talkin' Spoon (Livin' in a Dream),1095
58c007cf9184900a77a27cd2,5,7,Luca,2009,Sick Music,375893,English,Screen_in_Motion,5194
58c007cf9184900a77a27cd3,3,10,6 Ft Hick,'02,,2.983,Engllish,Oysters - UnAustralian,3765
58c007cf9184900a77a27cd4,2,11,,96,Feels-Like-Comin'-Home,349,English,Bonfire - Rock 'n' Roll Cowboy,3766
58c007cf9184900a77a27cd5,1,003,Moby Dick,1996,Indul a boksz,04:11,,"Nem érdekel, ki énekel (Indul a boksz)",3767
58c007cf9184900a77a27cd6,4,5,Orquesta Broadway,null,Pasaporte (unknown),4m 5sec,unknown,005-Arrepientete,257
58c007cf9184900a77a27cd7,3,5,Deepspace,'07,,5.95,English,Mirror Sea - Subantarctic Sessions,3768
58c007cf9184900a77a27cd8,2,19,,,Wrap,70,null,Apes of Wrath - Toolkit,1291
58c007cf9184900a77a27cd9,1,006,Boot Camp Clik,2007,Casualties of Waar,03:22,,My Worpld (Casualties of War),3769
58c007cf9184900a77a27cda,1,011,Hugo Winterhalter and His Orchestra,1964,I Only Have Eyes for You,02:55,,At Last (I Only Have Eyes for You),3770
58c007cf9184900a77a27cdb,3,22,Countdwn Kids,'10,,1.717,,Five Little Monkeys - 50 Silly Songs,6921
58c007cf9184900a77a27cdc,1,0B1,Alan Parsons Project,1987,Gaudi,05:03,,Standing on Higher Ground (Gaudi),3771
58c007cf9184900a77a27cdd,2,14,,,Oriental Dance Floor,null,null,Louie - Oasis,5203
58c007cf9184900a77a27cde,4,20,Kim Weston,null,Motown Classics: The Soul of a Nation (2003),2m 57sec,Eng.,020-Take Me in Your Arms (Rock Me a Little While),3772
58c007cf9184900a77a27cdf,3,C2,Al:I,'01,,,English,Temperment - Renegade Virus,3773
58c007cf9184900a77a27ce0,2,18,,09,Stray Bullets,null,English,"Sick Jacken feat. Young Sicc - Life, Luv, and Pain",3774
58c007cf9184900a77a27ce1,5,1,Carmeno SOUZA,2010,Protegid,243000,Portuguese,M' sta li ma bo,3775
58c007cf9184900a77a27ce2,1,007,Lloyd Banks,2010,The Blue Room,02:43,,Got Em Like (The Blue Room),6315
58c007cf9184900a77a27ce3,2,7,,93,Johannes-Passion BWV 245 (feat. conductor: Eric Ericson),322,German,"Johann Sebastian Bach - Johannes-Passion, BWV 245: """"Und die Kriegsknechten flochten eine Krone""""",3776
58c007cf9184900a77a27ce4,4,21,Red Nichols and His Five Pennies,null,The Chronological Classics: Red Nichols 1929 (2003),3m 9sec,Eng.,021-The New Yorkers,3777
58c007cf9184900a77a27ce5,3,3,Einstürzende Neubauten,,,,,Ehrlicher Stein - Kalte Sterne,3778
58c007cf9184900a77a27ce6,2,7,,,IceGrillz,null,EEnglish,Cold World - Survive,3779
58c007cf9184900a77a27ce7,1,0A3,Georges Brassens,1967,Volume 9 : Supplique pour être enterré à la plage de Sète,04:27,,La Fessée (Volume (Volume : Supplique pour être enterré à la plage de Sète),8684
58c007cf9184900a77a27ce8,1,020,Eva Cassidy,2001,Platin Volume 11,04:59,,Fields o fGold (Platin Volume 11),5767
58c007cf9184900a77a27ce9,1,004,Elvis Presley,2006,Southern Nights,03:29,,Steamroller Blues (Southern Nights),3780
58c007cf9184900a77a27cea,1,001,Charlie Feathers,1993,I Ain't Done Yet!,02:04,,I'm Gonna Give Back All the Love (I Ain't Done Yet!),3151
58c007cf9184900a77a27ceb,1,001,Candi Staton,,Christmas In My Heart,05:29,,Christmas In My Heart,6163
58c007cf9184900a77a27cec,1,007,Pierre Henry,1997,Messe pour le temps présent et musiques concrètes,03:41,,La Reine verte : Rock électronique (Messe pour le temps présent et musiques concrètes),3781
58c007cf9184900a77a27ced,3,9,Nirvana,'11,,3.45,English,Stay Away - Nevermind,3782
58c007cf9184900a77a27cee,4,08,Source Q,null,Jazz Elements (unknown),0m 32sec,Eng.,080-Non Fiction With Pad,3783
58c007cf9184900a77a27cef,5,4,In Reach,,Watrline,204333,,The Other Fall of Cambrai,4579
58c007cf9184900a77a27cf0,5,7,Sounds,2001,Sounds of the World: Illustrations Sonores,119000,English,The Rickshaws of Benares,3784
58c007cf9184900a77a27cf1,1,008,Fear Factory,2005,Compilation Rock Hard 47,03:59,,Moment of Impact (Compilation Rock Hard 47),3785
58c007cf9184900a77a27cf2,1,011,Last Resort,1996,"Oi! The Singles Collection, Volume 2",03:06,,"Held Hostage (Oi! The Singles Collection, Volume 2)",163
58c007cf9184900a77a27cf3,4,9,Stephen Beaupre,null,Foe Destroyer (2006),6m 5sec,Eng.,009-Alcahuaz,3786
58c007cf9184900a77a27cf4,5,6,米米米CLUB,1997,HARVEST〜SINGLES 1992-1997,268358,Japanese,手紙,3787
58c007cf9184900a77a27cf5,2,0,,92,Night Birds,683,English,The Jazz Messengers - In a Sentimental Mood (Chico Freeman),6795
58c007cf9184900a77a27cf6,1,014,Amino People,2005,Work It Out,03:21,,[untitled] (Work It Out),6518
58c007cf9184900a77a27cf7,2,10,,02,Eason 4 A Change & Hits,206,Chinese,陳奕迅 - 孤獨探戈,3788
58c007cf9184900a77a27cf8,4,19,Brothers,null,"That'll Flat Git It, Volume 10: Chess Records (unknown)",2m 4sec,Eng.,019-Lazy Susan,5481
58c007cf9184900a77a27cf9,4,1,Truckstop Honeymoon,null,Christmas in Ocala (unknown),2m 52sec,Eng.,001-Walk of Shame,3789
58c007cf9184900a77a27cfa,5,9,The Waterboys,2003,Uncut 2003.09: Pick of the Month,269440,English,Every Breath Is Yours,9099
58c007cf9184900a77a27cfb,5,10,Wayra,,Great Eagle Flying With the Wind,376000,English,Ancient Voices: Peace and Unity,3790
58c007cf9184900a77a27cfc,4,9,King Crimson,null,"1995-06-02: Orpheum Theatre, Boston, MA, USA (unknown)",unknown,Eng.,009-Matte Kudasai,7159
58c007cf9184900a77a27cfd,5,9,DJ Loving Loop,,B@ss Power,411280,,Another Dimension (feat. DJ Crack),3791
58c007cf9184900a77a27cfe,5,10,The Solution,,Up the Oi!,,English,Skinhead Times,5306
58c007cf9184900a77a27cff,3,12,Jeroen van Veen,'06,,9.902,English,Prélude nr. 24 in D minor - Minimal Piano Collection,5723
58c007cf9184900a77a27d00,3,3,Digital Drug,'05,,2.9 5,English,Manipulationology - Progressive Folk,3792
58c007cf9184900a77a27d01,5,7,Chuck Berry,1961,New Juke Box Hits,167000,English,Little Star,3793
58c007cf9184900a77a27d02,2,5,,06,Morning Glory,241,English,Lacksley Castell - Cold Winter Winter Night,7292
58c007cf9184900a77a27d03,2,19,,,Drama 2,60,English,Nick Bardoni & Steve Warr - Odd Space,3794
58c007cf9184900a77a27d04,3,13,Secret Keeper,'13,,9.6,English,Toothsea - Super Eight,3795
58c007cf9184900a77a27d05,1,001,Arab Strap,2010,Philophobia,03:46,,Packs of Three (Philophobia),3796
58c007cf9184900a77a27d06,1,012,Army of in Between,2006,Beautiful Darkness,03:17,,Book Ov Lies (Live 2001) (Beautiful Darkness),4654
58c007cf9184900a77a27d07,2,3,,07,Let Love In: Live and Intimate,null,English,Goo Goo Dolls - Feel the Silence,7701
58c007cf9184900a77a27d08,4,2,Marc Moulin,null,Jazz Chillout II (2002),6m 25sec,Eng.,002-Into the Dark,3797
58c007cf9184900a77a27d09,1,006,Claude François,1994,Letéléphonepleure,03:00,,Mon mensonge et ma vérité (Le téléphone pleure),3798
58c007cf9184900a77a27d0a,2,8,,,Ten Years Old Is How I Rock and Roll,94,English,ehafh - In My Garden of Smiles,7054
58c007cf9184900a77a27d0b,4,12,null,null,Concerti Grossi op. 6 (2010),unknown,Eng.,Opus 6 No. 12 in B minor (HWV 330) - I. Largo,9324
58c007cf9184900a77a27d0c,3,8,Oscar Peterson Trio,'97,,5.55,English,The Lonesome One - The Trio: Live From Chicago,3799
58c007cf9184900a77a27d0d,2,8,,93,Global Celebration: A Collection of Music from Festivals and Celebrations Around the World,190,English,Abana Ba Nasery - Omwana Wa Mberi Nesiekhoira,3800
58c007cf9184900a77a27d0e,5,3,Chocolabor,,Download for Airplanes,52000,[Multiple languages],No More Delay,6543
58c007cf9184900a77a27d0f,4,2,Adrian Rollini & His Tap Room Gang,null,Jazz Sound Lexicon 1935 Vol. 3 (unknown),unknown,unknown,002-Bouncin' In Rhythm,2804
58c007cf9184900a77a27d10,4,9,Maria Callas,null,Vive 2 (1996),4m 28sec,ItMa.,009-Verdi / I vespri siciliani,3801
58c007cf9184900a77a27d11,3,13,In Flames,'10,,2.617,Egnlish,Moonshield - C64 Karaoke Version - The Jester Race,2134
58c007cf9184900a77a27d12,2,6,,14,Daiploid Love,302,English,Brody Dalle - Meet the Foetus / Oh the Joy,1303
58c007cf9184900a77a27d13,4,8,Brakes,null,Touchdown (2009),1m 57sec,Eng.,008-Ancient Mysteries,3802
58c007cf9184900a77a27d14,2,14,,10,Action Movies,64,English,Veigar Margeirsson & Enrico Cacace - Stealth Attack (full),2067
58c007cf9184900a77a27d15,3,6,Ourson,'07,,11.717,English,Osm - Eth,3803
58c007cf9184900a77a27d16,1,8,Outrage,1995,Life Until Deaf,03:08,,Echo (Life Until Deaf),4029
58c007cf9184900a77a27d17,2,4,,88,Mooko,554,Japanese,Akira Sakata - Hitsujikai No Bansan,9956
58c007cf9184900a77a27d18,1,012,Bill Nelson,2012,Simplex,01:23,,Solid Spaces (Simplex),3804
58c007cf9184900a77a27d19,4,28,Honeybus,null,The Best Sixties Summer Party... Ever! (2002),2m 57sec,Eng.,028-Can't Let Maggie Go,9484
58c007cf9184900a77a27d1a,4,5,Ann Lobotzke,null,All Is Bright (unknown),2m 8sec,Eng.,"005-Sleep, My Little Dove",3805
58c007cf9184900a77a27d1b,5,1,Stewart Walker,1998,Artificial Music for Artificial People EP,,English,Star Machine (Si Begg remix),2954
58c007cf9184900a77a27d1c,1,006,Rocket From hte Crypt,1998,SRH Presents: Lose Your Illusion 1,0 3:24,,Break It Up (SRH Presents: Lose Your Illusion 1),3806
58c007cf9184900a77a27d1d,1,004,松枝賀子 & 江口貴勅,2003,Final Fantasy X-2 Vocal Collection: Paine,04:43,,Misty Eyed (instrumental) (Final Fantasy X-2 Vocal Collection: Paine),3807
58c007cf9184900a77a27d1e,2,1,,00,Bird_of_Paradise,160,English,Charlie Parker - Groovin' High,3808
58c007cf9184900a77a27d1f,5,2,Cosima De Vito,,Cosima,,,Co st Of Love,3705
58c007cf9184900a77a27d20,4,23,The Golden Gate Quartet,null,"Golden Gate Quartet: Complete Recorded Works in Chronological Order, Volume 4: 1939-1943 (unknown)",1m 53sec,Eng.,023-The Gospel Train,3809
58c007cf9184900a77a27d21,1,001,Dschungelorchester,1995,Schleifscheibe,04:11,,Dschun (Schleifscheibe),3810
58c007cf9184900a77a27d22,2,1,,95,"Disco Nights, Volume 8: Dance Floor Hits",297,English,Rockwell - Somebody's Watching Me,3525
58c007cf9184900a77a27d23,1,014,Carl B & Static Blue,2009,Ministry of Sound: Trance Nation,06:16,,Sunstruck (JPL remix) (Ministry of Sound: Trance Nation),3811
58c007cf9184900a77a27d24,2,18,,11,Nosso Amor Já Era,null,null,Hugo Pena & Gabriel - Amanhã Vazio,9275
58c007cf9184900a77a27d25,3,3,Lupe Fiasco,'08,,3.783,English,Intruder Alert - Superstardom,9853
58c007cf9184900a77a27d26,2,12,,02,Velvetism,232,,Jay Tee & Baby Beesh - Side Show (feat. Frost & Young Mugzi),3812
58c007cf9184900a77a27d27,2,7,,08,Vitiligo,276,nlul,Krizz Kaliko - Do Sum'n,4822
58c007cf9184900a77a27d28,3,8,Lewis Taylor,'96,,4.45,English,Right - Lewis Taylor,3813
58c007cf9184900a77a27d29,4,15,Luis Albelrto Spinetta,null,Fuego gris (1993),4m 26sec,Spa.,015-Flecha zen,3814
58c007cf9184900a77a27d2a,1,002,Jimmy Johnson,,Peppers Hangout,05:24,,Married Woman Blues (Peppers Hangout),3815
58c007cf9184900a77a27d2b,1,013,Véronique Rivière,1989,Véronique Rivière,03:02,,"Baby,I'maWantYou(VéroniqueRivière)",642
58c007cf9184900a77a27d2c,2,5,,,Roll Koll 2008,353,[Multiple languages],Praye - Oh Sing Only,3816
58c007cf9184900a77a27d2d,5,14,Ilya Gringolts,2000,Solo (Ilya Gringolts),54546,English,Sonata Bachiana: IV. Presto,3817
58c007cf9184900a77a27d2e,5,20,Rainhar dFendrich,1993,Strada...Austria,250840,German,Malibu,1960
58c007cf9184900a77a27d2f,2,4,,78,Not Available,420,English,The Residents - Part Four: Never Known Questions,3818
58c007cf9184900a77a27d30,4,3,Courtney Jaye,null,Traveling Light (2005),3m 55sec,Eng.,003-Permanent,5293
58c007cf9184900a77a27d31,2,5,,91,Yuletunes,null,English,Matthew Sweet - Baby Jesus,3819
58c007cf9184900a77a27d32,3,3,Joseph LoDuca,'02,,3.299,Engli sh,The Hunt / The Abbey Ruins / Pagan Image - Brotherhood of the Wolf,3820
58c007cf9184900a77a27d33,4,5,Underworld,null,Always Loved a Film (2010),unknown,Eng.,005-Always Loved a Film (Solo remix),366
58c007cf9184900a77a27d34,2,3,,01,Immediate Action,327,Englis,Sagittarian Burners - Role Reversal Interlude,3821
58c007cf9184900a77a27d35,4,13,Psy 4 de la Rime,null,Autour des Cites d'or : Live au Dome de Marseille (2009),7m 3sec,Fre.,013-Medley,9580
58c007cf9184900a77a27d36,1,001,[traditional],2010,The Pilgrim's Journey Home (Choirs and Orchestra of Brigham Young University),04:22,,Pilgrim Song (The Pilgrim's Journey Home (Choirs and Orchestra of Brigham Young University)),8771
58c007cf9184900a77a27d37,5,43,ToToM,,Mashup,170000,English,Kick_the_Cactus,3822
58c007cf9184900a77a27d38,2,4,,01,Un sole che brucia,283,Italian,Africa Unite - Soffici sapori,8909
58c007cf9184900a77a27d39,3,1,久石譲,,,2.267,Engish,On a Clear Day - Kiki's Delivery Service,138
58c007cf9184900a77a27d3a,4,169013-A068,,NDD: Neuer Deutscher Dancefloor (1995),Rosenrot,012-Nur nooch mit dir,null,12,3823
58c007cf9184900a77a27d3b,3,10,KISS,,,4.868,English,"Journey of 1,000 Years - Psycho Circus",415
58c007cf9184900a77a27d3c,2,17,,09,My Style,264,English,Suono - Fick mich jetzt und fick mich hart (Slapped by FabrikkC),3824
58c007cf9184900a77a27d3d,4,2,Craig David,null,Born to Do It (2000),3m 53sec,Eng.,002-Can't Be Messing 'round,1077
58c007cf9184900a77a27d3e,5,7,שלמה ארצי,1998,גדלנו יחד,284529,Hebrew,Yarei'ach,1707
58c007cf9184900a77a27d3f,2,8,,0 4,"2004-07-02: Werchter, Belgium",null,English,Metallica - Seek & Destroy,435
58c007cf9184900a77a27d40,1,010,Mark Sherry,,2011-04-21: A State of Trance #505,05:35,,Phantasmic (2011-04-21: A State of Trance #505),2522
58c007cf9184900a77a27d41,2,6,,01,改變1995,297,Chinese,黃舒駿 - 天使,3825
58c007cf9184900a77a27d42,1,004,Creedence Clearwater Revival,|993,Chooglin',06:23,,Pagan Baby (Chooglin'),3826
58c007cf9184900a77a27d43,2,9,,11,The Rough Guide to Jazz Legends: Duke Ellington,200,English,Duke Ellington & His Orchestra - I Got It Bad (And That Ain’t Good),3827
58c007cf9184900a77a27d44,1,002,Ganache,2010,"The Lifted Brow, No. 6",04:21,,"Poland (The Lifted Brow, No. 6)",879
58c007cf9184900a77a27d45,2,3,,,Your Summertime,275,English,Raissa - Sunrise,3828
58c007cf9184900a77a27d46,1,002,Barefoot,2006,Barefoot,03:38,,Pride (A Deeper Love) (Barefoot),6406
58c007cf9184900a77a27d47,3,A,Crass,'82,,4.4,English,How Does It Feel (To be the Mother of 1000 Dead)? - How Does It Feel?,1343
58c007cf9184900a77a27d48,4,13,"8Ball, Slim Thug & Lil' KeKe",null,Rap-A-Lot_Records_25th_Anniversary_(2012),3m 34sec,Eng.,013-Fa Sho,3829
58c007cf9184900a77a27d49,1,010,Lisa Loeb,,Firecracker,03:28,,This (Firecracker),3830
58c007cf9184900a77a27d4a,2,4,,14,Built on Glass,250,English,Chet Faker feat. Kilo Kish - Melt,3075
58c007cf9184900a77a27d4b,4,8,JaKonigJa,null,Ebba (2005),2m 20sec,Ger.,008-Auer der Arbeit,3831
58c007cf9184900a77a27d4c,5,2,Inffetu,2006,Pulse,373000,,...,9839
58c007cf9184900a77a27d4d,4,5,Wolfgang Amadeus Mozart,null,The Prussian Quartets (2011),6m 37sec,Eg.,String Quartet K. 589: I. Allegro,3832
58c007cf9184900a77a27d4e,4,9,Howard Johnson,null,"Old School, Vol. IV (unknown)",5m 33sec,Eng.,009-So Fine,8996
58c007cf9184900a77a27d4f,1,34,[soundtrack],,The Best of Broadway,02:03,,The Rain in Spain (My Fair Lady) (The Best of Broadway),1795
58c007cf9184900a77a27d50,5,9,The Pretty Things,1992,The Spirit of the 60s: 1965: Still Swinging,122000,English,Honey I Need,2696
58c007cf9184900a77a27d51,1,002,Nils Lofgren,1992,Crooked Line,03:58,,Blue Skies (Crooked Line),8449
58c007cf9184900a77a27d52,5,11,Allan Sherman,1988,"My Son, the Greatest: The Best of Allan Sherman",343960,English,Shticks of One and Hallf a Dozen of the Other,3833
58c007cf9184900a77a27d53,4,1,Sari Kaasinen,null,Viisuja vintilta (1998),3m 53sec,Fin.,001-Pollopoo,4767
58c007cf9184900a77a27d54,4,20,Johann Nepomuk Hummel,null,Trumpet Concertos (feat. trumpet Maurice Andre) (unknown),5m 26sec,Eng.,"020-Trumpet Concerto in E flat, II: Andante",8018
58c007cf9184900a77a27d55,2,7,,10,"Remix You, Remix Me",403,null,Skatebård - Vuelo (Frisvold & Lindbæk mix),7586
58c007cf9184900a77a27d56,4,6,Billy Paul Williams feat. Charlotte McKinnon,null,Kontor: The Very Best of Christmas Chill (2011),4m 54sec,Eng.,005-This Christmas,3834
58c007cf9184900a77a27d57,1,015,Off the Beat,,No Static,03:30,,Be My Lover (No Static),3434
58c007cf9184900a77a27d58,1,004,George Jones,2013,Jones Country / You've Still Got a Place in My Heart,02:40,,Burning Bridges (Jones Country /  You've Still Got a Place in My Heart),2166
58c007cf9184900a77a27d59,3,20,DJ Schmolli,'12,,,,Hairbangers (with Fissunix) (Kreator/Willow Smith) - Mashupocalypse – More Essentials,3835
58c007cf9184900a77a27d5a,2,2,,07,SONIC RUSH ADVENTURE Original Sound Track,96,English,大谷智哉 - Training,8197
58c007cf9184900a77a27d5b,1,004,John Canaan,,Our Savior's Love,05:39,,Face to Face (Our Savior's Love),5577
58c007cf9184900a77a27d5c,1,022,Johnny Mann Singers,2005,Sixties Mann,02:40,,Dedicated to the One I Love (Sixties Mann),3836
58c007cf9184900a77a27d5d,3,1,Dan Bárta,,,2.767,[Multiple langauges],Hello America - Horem pádem,134
58c007cf9184900a77a27d5e,1,012,Love Unlimited,2011,Soul City,04:26,,Walkin' in the Rain With the One I Love (Soul City),5357
58c007cf9184900a77a27d5f,3,2,Loona,'99,,3.7,English,Mamboleo - Fiesta Summer Dance,3837
58c007cf9184900a77a27d60,2,1,,,"Relationships: Love, Intimacy & Freedom",304,English,Landmark Education - Distinction ~ Acceptance,1765
58c007cf9184900a77a27d61,1,002,Maurice Sklar,,USongs of Zion,07:04,,Medley: Theme from Schindler's list / Via dolorosa (Songs of Zion),343
58c007cf9184900a77a27d62,5,8,A Flock of Seagulls,1991,The Best of A Flock of Seagulls,322360,English,Transfer Affection,3838
58c007cf9184900a77a27d63,5,5,Bon Jovi,,"2003-06-17: This Precious Moments: Ostseehalle, Kiel, Germany",221300,ENGLISH,Misundorstood,3839
58c007cf9184900a77a27d64,5,5,Manticore,2003,Bowels of the Holy Anoint Us in Evil,57000,English,To Serve the Master of Hell,3840
58c007cf9184900a77a27d65,5,1,Horcas,2002,Horcsa,301760,Spanish,Esperanza,3841
58c007cf9184900a77a27d66,2,10,,13,10 лет во Славу,341,Russian,Аркона - Больно мне,3842
58c007cf9184900a77a27d67,4,8,Mark Ronson feat. Mos Def & M.O.P.,null,Here Comes the Fuzz(2003),2m 38sec,Eng.,008-On the Run,3843
58c007cf9184900a77a27d68,5,1,Hildegard Knef,2003,A Woman and a Half,108000,German,"Nachklang: Wer war froh, daß es Dich gab",2592
58c007cf9184900a77a27d69,5,6,Superaquello,2010,Siempre vas a estar conmigo,163000,Spansih,De boca,2676
58c007cf9184900a77a27d6a,3,1,Thomas Godoj,'08,,3.7,English,Love Is You (Radio Version) - Love Is You (Basic Version),1474
58c007cf9184900a77a27d6b,5,1,Wagner Pá & Brazuca Matraca,2003,El imparable transeúnte,273493,[Multiple languages],Pa ti y pa mi,3844
58c007cf9184900a77a27d6c,5,2,Saint Motel,2009,ForPlay,198000,English,Butch,2030
58c007cf9184900a77a27d6d,3,7,Picchio dal pozzo,'01,,4.498,Italian,La bolla - Picchio dal pozzo,9680
58c007cf9184900a77a27d6e,5,20,Lutz Görner,1999,Erotische Lyrik,91293,German,Sinnenrausch (Lasker-Schüler),3845
58c007cf9184900a77a27d6f,1,002,Vulva String Quartett,2007,Cranberry Song,00:00,,Roundabout (Cranberry Song),4491
58c007cf9184900a77a27d70,1,003,DJ Shog,2004,"Future Trance, Volume 28",03:50,,"Live 4 Music (Future Trance, Volume 28)",1481
58c007cf9184900a77a27d71,3,5,Dave Liebman Group,,,6.733,English,Lonely Woman - Turnaround,3846
58c007cf9184900a77a27d72,3,46,[no artist],,,1.617,English,"- Auto, '90 Grand Am Ext; Spin Tires, Drive Fast On Gravel, Skid Stop, Rear - Sound Ideas / CD 6009 - Auto - Road Surfaces",6103
58c007cf9184900a77a27d73,2,5,,01,Der Zauber des Mittelalters,201,[Multiple languages],Unio Mystica - Salva Nos,3847
58c007cf9184900a77a27d74,4,11,Kim Taylor,null,I Feel Like a Fading Light (2006),2m 45sec,EEng.,011-The Room Above,8762
58c007cf9184900a77a27d75,4,14,Bobby Hutcherson,null,Blue Note Weekend by Minus 8 (2003),3m 52sec,Eng.,014-When You're Gone,7558
58c007cf9184900a77a27d76,3,7,Crystal Gayle,'93,,3.982,English,One More Time (Karneval) - Best of Crystal Gayle,3848
58c007cf9184900a77a27d77,5,97,Colin Sheen & Derek Watkins,,Peaktime Television,6000,English,Palladium 2,3849
58c007cf9184900a77a27d78,3,3,Dizzy Gillespie and His Orchestra,'03,,3.133,English,Birks Works - The Chronological Classics: Dizzy Gillespie and His Orchestra 1951-1952,6569
